ospcomp,uspcomp,nchar
Sb  50Cw  40La  10, ,18
Sb  80Bw  10Bf  10, ,18
Pw  50PO  40Mh  10, ,18
Sb  80La  10Bw  10, ,18
Sb  70Pj  20La  10, ,18
Bw  70Sw  20Sb  10, ,18
Sb  50Pj  40Pt  10, ,18
Sb  70Bw  20Bf  10, ,18
Sb  80Bw  10Bf  10, ,18
Pt  50Bw  30Cw  20, ,18
Sb  60Pj  20Bw  20, ,18
Bw  60Sb  30Bf  10, ,18
Sb  60La  30Cw  10, ,18
Sb  80Bf  10La  10, ,18
Mh  70Be  20Mr  10,,18
Pt  80Sb  10Pj  10, ,18
Sb  50Pj  40Bw  10, ,18
Pj  60Bw  20Sb  20, ,18
Pj  70Pt  20Bf  10, ,18
Sb  60Pj  30Bw  10, ,18
Sb  80Bf  10La  10, ,18
Pj  80Bw  10Sb  10, ,18
Sb  70Pj  20Pt  10, ,18
Sb  50Bw  30Bf  20, ,18
Pj  50Sb  40Pt  10, ,18
Sb  80La  10Cw  10, ,18
Sb  70Pj  20Pt  10, ,18
Pj  60Sb  30Bw  10, ,18
Sb  50Pj  40Pt  10, ,18
Sb  60Cw  20Sw  20, ,18
Bf  50Bw  30Sb  20, ,18
Sb  70Bf  20La  10, ,18
Sw  70Bf  20Pt  10, ,18
Sb  50Pj  40Bw  10, ,18
Pt  70Sb  20Pj  10, ,18
Cw  60Sb  30La  10, ,18
Sb  70Bf  20La  10, ,18
Pj  80Bw  10Mr  10, ,18
Sb  80Pj  10La  10, ,18
Pj  50Pt  30Bw  20,NA,18
Pt  50Bf  30Bw  20,Pt 100,18
Sb  70Bf  20Bw  10, ,18
Cw  50La  30Sb  20, ,18
Sb  50Pj  40Bw  10, ,18
Sb  70Pj  20Pt  10, ,18
Sb  70Bw  20Sw  10,Sb  60Bw  30Pj  10,18
Pj  50Pt  40Sb  10, ,18
Pt  40Pj  40Bw  20, ,18
Sb  60Bf  30Pt  10, ,18
Sb  70Bf  20La  10, ,18
Bf  60Bw  30Pt  10, ,18
Pt  60Pl  30Pr  10, ,18
Sb  70La  20Bf  10, ,18
Pj  70Sb  20Pt  10, ,18
Pj  60Pt  20Sb  20, ,18
Sb  40Pj  40Bw  20,Pj  50Bw  30Sb  10Bf  10,18
Pw  70Sw  20Pt  10,Bw  30Mr  20Bf  20Or  10Sw  10Pw  10,18
Bf  70Sb  20Sw  10, ,18
Pt  60Bf  20Pj  20, ,18
Sb  80Pj  10La  10, ,18
Bw  60Bf  20Pt  20, ,18
Pt  70Bw  20Pj  10, ,18
Pt  60Bw  30Sw  10, ,18
Sb  70La  20Cw  10, ,18
Cw  50Sb  30Bw  20, ,18
Sb  50La  40Pj  10, ,18
Pt  60Bw  30Bf  10, ,18
Mh  40Sw  30By  30,Mh 100,18
Sb  80Bw  10Bf  10, ,18
Pt  70Pj  20Bw  10, ,18
Pt  70Pj  20Sb  10, ,18
Sb  70Cw  20La  10, ,18
Sb  80Pt  10Pj  10, ,18
Pj  70Bf  20Sb  10, ,18
Sb  60Bw  30Pt  10, ,18
Sb  80La  10Cw  10,Sb  60La  30Bf  10,18
Sb  60Pj  30Pt  10, ,18
Sb  60Pj  30Bw  10, ,18
Sb  80Sw  10Pt  10, ,18
Pj  70Sb  20Bw  10, ,18
Sb  50Pj  40Bw  10, ,18
Sb  50Bf  30Bw  20, ,18
Pt  70Pj  20Bw  10, ,18
Sb  70Bw  20Cw  10, ,18
Bf  50Sb  40Bw  10, ,18
Ob  60Bw  20Ab  20, ,18
Pw  70Pt  20Sw  10,Or  30Sw  20Bf  20Bw  10Pt  10Ab  10,18
Pj  60Bw  20Pt  20, ,18
Pj  60Sb  20Pt  20, ,18
Sb  70La  20Cw  10, ,18
Sb  60Pj  30Pt  10, ,18
Sb  50Cw  40Ab  10, ,18
Pw  60Or  30Pl  10, ,18
Sb  70Cw  20La  10, ,18
Pt  60Pj  20Bw  20, ,18
Sb  80Pt  10Bf  10, ,18
Pj  40Pt  30Sb  30, ,18
Pj  80Bw  10Pt  10, ,18
Sb  70La  20Cw  10, ,18
Sb  50Pj  40Ms  10, ,18
Sb  70La  20Pj  10, ,18
Pj  60Sb  30Pb  10, ,18
Bw  60Sb  30Pt  10, ,18
Sb  40Pj  30PO  30, ,18
Sb  50Bf  40Bw  10, ,18
Or  50Pw  40Mr  10, ,18
Bf  60Sb  30Pt  10,Pt 100,18
Pj  80PO  10Sb  10, ,18
Pj  60Sb  30Pt  10, ,18
Pj  60Sb  20Bw  20, ,18
Sb  50Cw  40Sw  10, ,18
Pj  80Bw  10Sb  10, ,18
Sb  70La  20Cw  10, ,18
Sb  70Bw  20Bf  10, ,18
Pj  50Sb  40Bw  10, ,18
Bw  60Sb  20Bf  20, ,18
Pt  70Bw  20Pj  10, ,18
Sb  70Bf  20Sw  10, ,18
Pt  50Sb  40Pj  10, ,18
Pt  60Bw  30Pj  10, ,18
Pj  80Pt  10Sb  10, ,18
Sb  80Pj  10Bf  10, ,18
Pj  50Sb  30Pt  20, ,18
Sb  50Bw  30Pj  20, ,18
Pt  60Bf  20Sb  20, ,18
Sb  70Bw  20Pj  10,Sb  60Pj  30Bw  10,18
Sb  50Bw  40Bf  10, ,18
Pj  70Bw  20Sb  10, ,18
Sb  40Pt  30Pj  30, ,18
Sb  40Pj  30Pt  30, ,18
Sb  70La  20Cw  10, ,18
Or  60Pw  30Mh  10, ,18
Pt  40Bf  30Sb  30, ,18
Sb  80Pt  10Pj  10, ,18
Sb  70Pj  20Bf  10,Sb  80Bf  10Pj  10,18
Sb  50Pj  30Pt  20, ,18
Pj  50Sb  30Bw  20,NA,18
Sb  70Bf  20Pt  10, ,18
Sb  40Pt  40Sw  20, ,18
Pt  80Bf  10Pb  10, ,18
Sb  60Pj  30Bw  10, ,18
Sb  50La  30Bw  20, ,18
Sb  70Sw  20Bf  10, ,18
Sb  40Sw  40Bf  20, ,18
By  70Sw  20Mr  10, ,18
PO  70Sb  20Bf  10, ,18
Sb  80Bw  10Sw  10, ,18
Sb  70Pj  20Bw  10, ,18
Sb  80La  10Pt  10, ,18
PO  70Mr  20Sw  10, ,18
Sb  70La  20Cw  10, ,18
Bf  70Sb  20Bw  10, ,18
Mh  60Be  20By  20,Mh 100,18
Sb  40Pj  40Bw  20, ,18
La  70Cw  20Bw  10, ,18
Sb  70Bf  20Bw  10, ,18
Sb  50Ab  40La  10, ,18
Bw  70Pj  20Sb  10, ,18
Pw  80Pt  10Cw  10,Pt  40Bf  40Pw  10Bw  10,18
Sb  40La  40Bf  20, ,18
Pt  50Sw  40Bf  10, ,18
La  40Cw  40Sb  20, ,18
Bw  60Sb  20Pt  20, ,18
Pj  70Sb  20PO  10, ,18
Pj  70Sb  20Bw  10, ,18
Sb  70Pj  20Pt  10, ,18
Pj  50Sb  30Pt  20, ,18
Pj  60Sb  30Bf  10, ,18
Pt  80Bf  10Bw  10, ,18
Sw  50Bw  30Sb  20, ,18
Sb  50La  40Cw  10, ,18
Sb  80Sw  10Pt  10, ,18
Sb  80La  10Bf  10, ,18
Sb  60Pj  30Pt  10, ,18
Sb  80Cw  10Bf  10, ,18
Sb  60Pt  30Sw  10, ,18
Pt  80Mr  10Bw  10, ,18
Pw  60Pt  30Pr  10,Pt  30Bf  20Bw  20Mr  10Pw  10Sb  10,18
Pj  50Sb  40Pt  10,Pt  70Pj  20Sb  10,18
Pj  80Sb  10Pt  10, ,18
Pw  60Pr  30Pl  10, ,18
Sb  70Cw  20La  10, ,18
Sb  70La  20Bw  10, ,18
Pj  80Pt  10Sb  10, ,18
Pj  70Sb  20Bf  10, ,18
Sb  50Pt  40Bf  10, ,18
Sb  70Pj  20Pt  10, ,18
Sb  70La  20Cw  10, ,18
Pj  80Pt  10Sb  10, ,18
Sb  50Bf  30Bw  20, ,18
Pt  60Sb  30Bf  10, ,18
Pt  70Bw  20Bf  10, ,18
Pt  70Bw  20Sb  10, ,18
Pt  60Bw  30Sb  10, ,18
Sb  80La  10Bw  10, ,18
Sb  80Bf  10Bw  10, ,18
Sb  70Pj  20Bw  10, ,18
Sb  60Pj  30Bf  10, ,18
Sb  40Pj  40Pt  20, ,18
La  50Sb  30Bw  20, ,18
Sb  80Bf  10Bw  10, ,18
Sb  80La  10Pj  10, ,18
Pj  60Pt  30Bw  10, ,18
Sb  60Pj  20Bw  20, ,18
La  40Sb  40Cw  20, ,18
Bw  40Sb  40Pt  20, ,18
Sb  50La  30Pt  20, ,18
Sb  80Bf  10La  10, ,18
Sb  60La  30Bf  10, ,18
Bf  40La  30Sb  30, ,18
Pt  50Pj  40Sb  10, ,18
Pr  70Pw  20Bw  10, ,18
Sb  50Bf  30Bw  20, ,18
Pj  70Sb  20Bw  10, ,18
Pw  70Bw  20Sb  10, ,18
Pt  70Sb  20Sw  10, ,18
Sb  80Bw  10Pw  10, ,18
Sb  70Sw  20Bw  10,Bf  70Bw  20Sb  10,18
Pt  70Bw  20Sb  10, ,18
Sb  70Pw  20Bw  10, ,18
Sw  70Bw  20Sb  10, ,18
Sb  50Bw  30Bf  20, ,18
Sb  80Ab  10La  10, ,18
Pj  60Sb  30Pt  10, ,18
Pj  80Bw  10Sb  10, ,18
Sw  70Pt  20Sb  10,Bf  60Bw  30Sb  10,18
Sw  60Bf  20Sb  20, ,18
Sb  80La  10Bf  10, ,18
Pt  80Pj  10Sb  10,Bw  40Sb  40Bf  20,18
Sb  70Pj  20Bw  10, ,18
Pj  60Sb  30Bw  10, ,18
Sb  80Bw  10Pt  10, ,18
Sb  70Pj  20Bf  10,Sb  70Pj  20Bf  10,18
Sb  50Cw  30Bf  20, ,18
Pr  60Pw  20Pt  20, ,18
Sb  60La  20Cw  20, ,18
Cw  50Sb  30Bw  20, ,18
La  40Sb  40Cw  20, ,18
Pw  70Or  20Bd  10, ,18
Sb  60Bw  30Pt  10, ,18
La  70Cw  20Sb  10,,18
Pj  80Pt  10La  10, ,18
Pj  50Pt  30Bf  20,Sb  80Pj  20,18
Pl  60Mr  20Pt  20,,18
Sb  50Bw  30Cw  20, ,18
Pt  60Sb  20Bw  20, ,18
Pt  50Sb  30Bw  20, ,18
Pj  80Sb  10Pt  10, ,18
Pt  80Sw  10Bf  10,NA,18
Sb  40La  40Cw  20, ,18
Sb  50La  40Bw  10, ,18
Sb  80Pb  10Pt  10, ,18
Pj  50Bw  40Sb  10, ,18
Mh  70By  20Sw  10, ,18
Pt  50Sb  30Pj  20, ,18
Mh  70By  20Bf  10,Mh 100,18
Ab  80Bf  10Mr  10,NA,18
Sb  70Bf  20Bw  10, ,18
Bf  50Bw  30Sb  20, ,18
Pj  40Sb  40Bw  20, ,18
Sb  50Bf  40Bw  10, ,18
Pj  60Mr  20Bw  20, ,18
Pj  70Pt  20Sb  10, ,18
Pj  50Sb  40Pt  10, ,18
Sb  70La  20Cw  10, ,18
Sb  70Bw  20Pt  10,Sb  50Bf  30Bw  20,18
Mh  60Bd  30Pw  10,,18
Sb  60La  30Cw  10, ,18
Sb  80La  10Bw  10, ,18
Sb  60Pj  20Bw  20, ,18
Sb  60La  20Bf  20, ,18
Bw  60Bf  30Sb  10, ,18
Pj  70Bw  20Sb  10, ,18
La  60Sb  30Bw  10, ,18
Pw  70Pr  20Pt  10,Bw  50Mh  20Pw  10By  10Sw  10,18
Pj  60Sb  30Bw  10, ,18
Cw  50Bw  30Sb  20, ,18
Pt  70Sw  20Sb  10,Sb  50Pt  30Bw  10Sw  10,18
Bw  60Sb  20Bf  20, ,18
Sb  70Sw  20Bf  10, ,18
Pj  50Sb  40Pt  10, ,18
Sb  80Bw  10Bf  10,Sb  60Bf  20Bw  20,18
Sb  60Bw  20Pj  20, ,18
Sb  50Bw  40Pt  10, ,18
Cw  70La  20Sb  10, ,18
Pj  60Sb  20Bw  20, ,18
Sb  70Bw  20Pj  10, ,18
Sb  70Bf  20PO  10, ,18
Sb  80Pt  10Bf  10, ,18
Bw  60Pt  30Sb  10, ,18
Sb  60Pj  30Bf  10, ,18
Sb  50Pt  40Cw  10,Pt  70Bf  20Bw  10,18
Sb  70Bf  20La  10, ,18
Sb  50Pj  30Bw  20, ,18
Pw  80Mr  10Bf  10, ,18
Sb  70Bw  20Pj  10, ,18
La  50Sb  30Bw  20, ,18
Pj  40Pw  30Bw  30, ,18
Sb  70Pj  20Pt  10,Sb  70Bf  20Bw  10,18
Pj  60Pt  20Sb  20, ,18
Pj  50Sb  40Bw  10, ,18
Pj  80Pt  10Bw  10, ,18
Sb  50La  40Bf  10, ,18
Sb  70La  20Pt  10, ,18
Sb  80La  10Pj  10, ,18
Sb  50Pj  40Bw  10, ,18
Cw  60Sb  30Ab  10,NA,18
Pt  70Pj  20Sb  10,Bf  50Pt  30Sb  20,18
Bw  50Pt  30Sb  20, ,18
Sb  70Cw  20La  10, ,18
Sb  80Bf  10Pj  10, ,18
Pb  50Bw  40Sw  10, ,18
Sb  70Pt  20Bf  10, ,18
Sb  80Sw  10Bf  10, ,18
Sb  70La  20Bf  10, ,18
Pj  80Sb  10Bw  10, ,18
Sb  60Pj  30Bw  10, ,18
Sb  60La  30Bw  10, ,18
Pj  70Sb  20Pt  10, ,18
Bf  50Sb  40Pb  10, ,18
Sb  40Pj  40Bw  20, ,18
Pt  70Bw  20Bf  10, ,18
Pj  60Sb  20Pt  20, ,18
Sb  60Bw  30Pj  10, ,18
Sb  80Pt  10Pj  10, ,18
Sb  60Bf  20Bw  20, ,18
Pj  50Pt  40Bw  10, ,18
La  50Sb  30CE  20, ,18
Sb  70Pj  20Bw  10, ,18
Sb  70La  20Cw  10, ,18
Sb  80Sw  10Bw  10, ,18
Bw  60Bf  20Sw  20,NA,18
Pj  80Pt  10Sw  10, ,18
La  60Sb  30Pt  10, ,18
Pt  70Bw  20Bf  10, ,18
Pt  70Sb  20Pj  10, ,18
Pt  50Sb  40Bw  10, ,18
Sb  60Cw  20Bw  20, ,18
Mr  60Pt  20Mh  20,Pt  70Mr  10Bw  10Sb  10,18
Pt  80Mr  10Bf  10, ,18
La  60Sb  20Cw  20, ,18
Pj  70Bw  20Sb  10,Pj  50Sb  30Bw  20,18
Pj  50Sb  30Bw  20, ,18
Pj  50Sb  40Bw  10, ,18
Pj  50Sb  40Bw  10, ,18
Sb  60Bw  20Pt  20,Sb  50Bf  30Bw  10Cw  10,18
Or  70Mr  20Pw  10, ,18
Sb  70La  20Bw  10, ,18
Bf  50Bw  40Cw  10, ,18
Sb  60Bw  30Bf  10, ,18
Sb  70Cw  20La  10, ,18
Pj  50Sb  40Pt  10, ,18
Pj  70Sb  20Bw  10, ,18
Pt  60Bw  20Sb  20, ,18
Sb  70La  20Cw  10, ,18
Pt  70Pj  20Sb  10, ,18
Sb  60La  30Bf  10, ,18
Sb  70Bf  20Pt  10, ,18
Bw  80Mr  10Pt  10, ,18
Sb  70Bf  20Bw  10, ,18
Mh  70Mr  20Bd  10, ,18
Cw  70La  20Sb  10,Sb  50Cw  30La  20,18
Pt  50Bw  30Sb  20, ,18
Pj  50Bw  30Sb  20, ,18
Sb  60La  30Pj  10, ,18
Pt  70Bf  20Sw  10, ,18
Sb  50Bw  40Bf  10, ,18
Bf  50Sb  40Sw  10, ,18
Mh  60Pt  30Mr  10,NA,18
La  50Sb  40Cw  10, ,18
Mr  50Bw  30Sw  20, ,18
Sw  60Pt  30Bw  10,NA,18
La  50Cw  40Sb  10, ,18
Pt  40Sb  40Pb  20, ,18
Pt  60Sb  20Bf  20, ,18
Sb  80La  10Sw  10, ,18
Sb  80La  10Cw  10, ,18
Sb  70Cw  20La  10,Sb  70La  10Bf  10Cw  10,18
Pj  70Sb  20Bw  10, ,18
Mh  80Bd  10Or  10,Mh  70Pt  20Bd  10,18
Sb  50Bw  30Sw  20, ,18
La  50Cw  40Sb  10, ,18
Bw  50Bf  40Sw  10, ,18
Sb  60Pj  30Pt  10, ,18
Pj  60Pt  20Sb  20, ,18
Pj  70Pt  20Bw  10, ,18
Sb  70Pj  20Bw  10, ,18
Sb  70Bf  20La  10, ,18
Pj  70Sb  20Pt  10, ,18
Sb  70Bf  20La  10, ,18
Mh  80By  10Cb  10,Mh 100,18
Sb  50Pj  30Bw  20, ,18
Sb  50La  40Bw  10, ,18
Pt  80Pj  10Sw  10, ,18
Sb  70Pj  20Pt  10, ,18
Sb  80Bw  10Pj  10, ,18
Sb  80La  10Bf  10, ,18
Sb  80La  10Cw  10, ,18
Sb  50La  30Bf  20, ,18
Bf  40Bw  40Sw  20, ,18
He  50Pw  40Mr  10, ,18
Bw  60Sb  20Pt  20,Sb  60Bw  30Bf  10,18
Bw  50Sb  30Pt  20, ,18
Sb  60Pj  30Bw  10, ,18
Sb  70La  20Bf  10, ,18
Pj  70Sb  20Pt  10, ,18
Bf  60Sb  20Bw  20, ,18
Pj  70Bw  20Sb  10, ,18
Mh  70By  20Sb  10, ,18
Sb  50Pj  40Pb  10, ,18
Pt  70Bw  20Sb  10, ,18
Sb  80La  10Pj  10,NA,18
Sb  80Pj  10Bw  10, ,18
Pj  70Sb  20Bw  10, ,18
Pj  70Sb  20Bw  10, ,18
Bf  60Pt  20Bw  20, ,18
Sb  70Pj  20Bw  10, ,18
Sb  60Pj  30Bw  10, ,18
Pj  60Bw  30Sb  10, ,18
Sb  70La  20Cw  10, ,18
Bw  60Sb  30Sw  10, ,18
Pj  70Sb  20Pt  10, ,18
Sb  50Pt  30Sw  20, ,18
Bf  60Pt  20Bw  20, ,18
Sw  60Pt  30Bw  10, ,18
Pw  70Pt  20Bw  10,Pt  40Bw  30Mr  20Sb  10,18
Pt  60Sw  20Bw  20, ,18
Pt  60Pj  30Bw  10, ,18
Sb  80Pt  10Pj  10, ,18
Sb  80Sw  10Pj  10,Sb  60Bw  20Sw  10Bf  10,18
Pt  60Sb  30Bf  10, ,18
Sb  60Cw  30La  10, ,18
Pj  50Sb  40Pt  10, ,18
Pt  80Sw  10Pb  10, ,18
Sb  80La  10Bw  10, ,18
Sb  60Bw  20Pj  20, ,18
Sb  80Bf  10Cw  10, ,18
Bw  60Sb  30Pt  10,Sb  70Bf  20Bw  10,18
Pw  70Pt  20Bw  10, ,18
Pj  50Sb  40Bw  10, ,18
Bw  50Pt  40Sw  10,Bw  70Pt  30,18
Sb  50La  40Cw  10, ,18
Sb  80Pt  10Bw  10, ,18
Pt  50Sb  40Bw  10, ,18
Bw  70Sb  20Pt  10, ,18
Sb  50La  40Cw  10, ,18
Pj  50Pt  40Sb  10, ,18
Bw  40Sb  30Pt  30,Bf  50Sb  30Bw  20,18
Sb  70Pt  20Pb  10, ,18
Sb  50La  40Bw  10, ,18
Sb  60Pj  30Bw  10, ,18
Sb  70Sw  20Pt  10,Pt  40Bf  20Bw  20Sb  10Sw  10,18
Sb  80Bf  10Cw  10, ,18
Pt  70Sb  20Bf  10, ,18
Sb  50Pj  40Pt  10, ,18
Pt  60Pj  30Sb  10, ,18
Sw  70Pb  20Pt  10,Bw  40Pt  40Sb  20,18
Mh  70By  20Mr  10, ,18
Pj  70Pt  20Bw  10, ,18
Sb  80Bf  10Bw  10, ,18
Pj  70Pt  20Sb  10, ,18
Pj  60Sb  30Bw  10, ,18
Bw  50Pt  40Sb  10, ,18
Pt  70Sw  20Bw  10,Sw  30Bw  30Bf  10Sb  10Ab  10Cw  10,18
Pj  70Bw  20Sb  10, ,18
Sb  40Pj  30Pt  30, ,18
Sb  80Pt  10Pj  10,Sb  90Bf  10,18
Sb  50Bf  40Bw  10, ,18
He  60Pw  30Pj  10,Or  40Bw  30Sw  10Mh  10Mr  10,18
Sb  60Bf  30La  10, ,18
Pj  70PO  20Sb  10, ,18
Pb  50Pt  30Bw  20, ,18
Sb  70Bf  20Bw  10, ,18
Sb  70Pj  20Bw  10, ,18
Sb  60Bf  30Bw  10, ,18
Sb  60Pj  30Bw  10, ,18
Sb  60Bw  20Sw  20, ,18
Pj  50Bw  30Sb  20, ,18
Sb  60Pj  30La  10, ,18
Sb  60Pj  20Bw  20, ,18
Sb  80Pj  10La  10, ,18
Pj  80Bw  10Pt  10, ,18
Sb  80La  10Pw  10, ,18
Pj  50Sb  40Bw  10, ,18
Pj  60Sb  30Bf  10, ,18
Pj  70Pt  20Sb  10, ,18
Pt  60Ab  30Sb  10, ,18
Pj  60Pt  30Bw  10,Pj 100,18
Sb  80Bw  10Pt  10, ,18
Sb  60Bw  30Bf  10, ,18
Bf  60Sb  30Sw  10, ,18
Sb  70Cw  20Pj  10, ,18
Pt  70Pj  20Bw  10, ,18
Pw  50Or  30Mr  20,,18
Pj  50Sb  40Pt  10, ,18
Cw  50La  30Sb  20, ,18
Bw  50Sb  30Bf  20, ,18
Sb  80Pj  10La  10, ,18
Sb  60La  30Bf  10, ,18
Sb  70La  20Bf  10, ,18
Pj  80Bw  10Sb  10, ,18
Pj  60Sb  30Pt  10, ,18
Sb  70Pj  20La  10, ,18
Sb  60Pj  20La  20,Sb  60La  20Bw  20,18
Sb  60La  30Cw  10, ,18
Mh  60Mr  30By  10, ,18
Sb  70Pt  20Pj  10, ,18
Bf  80Sb  10Pb  10, ,18
Sb  80Bf  10La  10, ,18
Sb  40Pj  30Bw  30, ,18
Sb  70La  20Cw  10, ,18
Sb  60Bf  30By  10, ,18
Bw  70Bf  20Cw  10, ,18
Sb  80La  10Cw  10, ,18
Sb  60La  20Cw  20, ,18
Pj  40Pt  40Sb  20,Bf  60Bw  10Pt  10Pj  10Sb  10,18
Pt  80Pl  10Bw  10,Mr  60Bf  20Sb  10Bw  10,18
Sw  60Sb  30Bf  10, ,18
Sb  60La  30Bf  10, ,18
Pw  60Or  30Pr  10, ,18
Pj  70Pt  20Sb  10, ,18
Pj  70Pt  20Sb  10, ,18
Sb  60Pj  30Pt  10, ,18
Pj  60Sb  20Bw  20, ,18
Pt  70Bw  20Pj  10, ,18
Sb  70Cw  20La  10, ,18
Pt  50Sb  30La  20,La  60Sb  30Bw  10,18
Mh  60He  20By  20,Mh 100,18
Pt  80Bw  10Bf  10, ,18
Mh  80By  10Be  10, ,18
Sb  70La  20Cw  10, ,18
Pj  80Bw  10Sb  10, ,18
Sb  70Pb  20Pt  10,Sb  50Bf  30Pt  20,18
Pt  50Bw  30Sw  20, ,18
Sb  60Pj  30Bw  10, ,18
Pj  50Pt  30Sb  20, ,18
Bw  60Pj  30Pt  10, ,18
Bw  80Sb  10Pt  10, ,18
Sb  70Bw  20Sw  10, ,18
Bw  80Sb  10Bf  10, ,18
Pj  50Sb  40La  10,Cw  30Bw  30Sb  20La  20,18
Mh  70By  20He  10, ,18
Pt  70Pj  20Bw  10, ,18
Sb  80Pt  10Bw  10, ,18
He  70By  20Mh  10,He 100,18
Sb  60Pt  30Bw  10, ,18
Pj  80Sb  10Bw  10, ,18
Pw  50Pr  40Sb  10,Bf  40Pw  30Sb  30,18
Cw  60Sb  30La  10, ,18
Pj  70Sb  20Bw  10, ,18
Sb  70La  20Sw  10, ,18
Bf  70Bw  20Sb  10, ,18
Pt  70Pj  20Bw  10,NA,18
Sb  50La  30Cw  20,NA,18
Sb  70Pt  20La  10, ,18
Pt  70Bw  20Pj  10, ,18
Sb  50Pj  40Pt  10, ,18
Sb  70Bf  20La  10, ,18
Pj  70Bw  20Sb  10, ,18
Pj  60Sb  30Pt  10, ,18
Pt  50Bw  30Sb  20, ,18
Ab  80La  10Sb  10, ,18
Sb  80La  10Cw  10, ,18
Sb  80Pj  10Pt  10, ,18
La  70Sb  20Bw  10, ,18
Pt  60Bw  20Mr  20, ,18
Bw  50Pt  40Sb  10, ,18
Sb  80Bw  10Bf  10, ,18
Bw  80Sb  10Pt  10,Bw  90Bf  10,18
Pj  60Sb  30Pt  10, ,18
Pj  70Bw  20Pt  10, ,18
Pt  70Pj  20Sb  10, ,18
La  40Sb  40Cw  20, ,18
Pj  80Sb  10Bw  10, ,18
Sb  50Pj  30Bw  20, ,18
Bw  40Pj  40Sb  20, ,18
Bf  50Sb  30Sw  20, ,18
Pj  50Sb  40Bw  10, ,18
Bw  60Bf  30Sw  10, ,18
Sb  80La  10Sw  10, ,18
Sb  70Pj  20Bw  10, ,18
Sb  80Bf  10Pt  10, ,18
Pt  80Bw  10Sw  10, ,18
Sb  80Pt  10La  10, ,18
Sb  50Pj  30Pt  20, ,18
Bw  60Sb  30Bf  10, ,18
Sb  50Pt  30Bf  20, ,18
Bf  70Pt  20Sb  10,Sb  50Bf  40Pt  10,18
Bw  40Pj  40Sb  20, ,18
Sb  80Pj  10Bw  10, ,18
Sb  80Cw  10La  10, ,18
Sb  50Pj  30Bf  20, ,18
Bf  50Bw  30Sb  20, ,18
Cw  50Sb  40La  10, ,18
Pj  50Pt  40Sb  10, ,18
Pj  40Sb  40Bw  20, ,18
La  50Pt  30Sb  20, ,18
Pj  80Bw  10Pt  10, ,18
Bw  60Sw  20Sb  20, ,18
Pj  70Sb  20Bw  10, ,18
Sb  40Bf  40Bw  20, ,18
Sb  60Pj  30Pt  10, ,18
Bw  70Bf  20Sb  10, ,18
Bf  60Sw  30Sb  10, ,18
Sb  60Pt  30Sw  10,Bf  50Bw  30Sb  20,18
Sb  50Bf  30Bw  20, ,18
Sb  70Pj  20La  10, ,18
Sb  70La  20Pw  10, ,18
Sb  70La  20Bw  10, ,18
Sb  80Cw  10La  10, ,18
La  50Sb  40Cw  10, ,18
Sb  50La  30Cw  20, ,18
Sb  50Sw  30Bw  20,Bf  40Sb  20Sw  20Bw  20,18
Pt  70Sb  20Bw  10, ,18
Sb  80La  10Pj  10, ,18
Sb  60Pj  20La  20, ,18
Pj  60Bw  20Bf  20, ,18
Mh  70By  20He  10, ,18
Sb  60Pt  30Mr  10, ,18
Mr  50Bw  30Pw  20,Pt  50Sb  20Mr  10Bw  10Pj  10,18
Sb  80Bf  10Bw  10, ,18
Sb  50La  40Cw  10, ,18
Pj  80Sb  10Bw  10, ,18
Cw  70Sb  20Bw  10, ,18
Pj  60Pt  20Bw  20, ,18
Pt  60Bw  20Sb  20, ,18
Sb  70Pj  20Bw  10,Sb  70Pj  20Bw  10,18
Sb  70La  20Bf  10, ,18
Pj  80Bw  10Sb  10, ,18
Pj  70Bw  20Sb  10, ,18
Pj  70Bw  20Pb  10, ,18
Sb  60Cw  30La  10, ,18
Sb  70Bw  20Pj  10, ,18
Sb  80Bf  10La  10, ,18
Pt  50Sb  40Pj  10, ,18
Bf  80Sw  10Bw  10, ,18
Bw  50Bf  40Sw  10, ,18
Sb  80La  10Pt  10, ,18
Sb  60Pj  30Bw  10, ,18
La  60Sb  30Cw  10, ,18
Pj  50Sb  40Bw  10, ,18
Sb  60Pj  30Cw  10, ,18
Sb  80Pt  10La  10, ,18
Sb  80La  10Bf  10, ,18
Pw  80Pt  10Sw  10,Pw  30Mr  30Bw  30Sw  10,18
Pj  60Sb  30Bw  10, ,18
Sw  70Pw  20Bw  10, ,18
La  70Sb  20Cw  10, ,18
Sb  80La  10Bw  10, ,18
Sb  60Pt  30Pj  10,Sb  90Bw  10,18
Pt  50Bw  40Sw  10, ,18
Sb  80Pj  10La  10, ,18
Pt  70Sw  20Bw  10,Mr  40Bw  30Pt  20Sw  10,18
Pt  80Ab  10Bw  10, ,18
Cw  70Sb  20Bw  10, ,18
Sb  50La  40Cw  10, ,18
Sb  70La  20Pt  10, ,18
Pj  80Bw  10Sb  10, ,18
Sb  80Bw  10Pt  10,Sb 100,18
La  60Sb  30Cw  10, ,18
Sb  50Bw  40Pj  10, ,18
Sb  70Pj  20Bw  10, ,18
Pj  70Pt  20Bw  10, ,18
Pj  70Sb  20Pt  10, ,18
Bw  60Bf  30Sb  10, ,18
Sb  60La  20Cw  20, ,18
Cw  80Bw  10Sb  10, ,18
Sb  50Pj  40Bw  10, ,18
Pt  60Pj  20Bw  20, ,18
Bw  70Bf  20Sb  10, ,18
