ospcomp,uspcomp,nchar
Pr  40Sb  20Pt  20Bw  10Sw  10, ,30
Pj  30Sb  30Bf  20Pt  10Pr  10, ,30
Pt  40Sb  30Pj  10Bf  10Bw  10, ,30
Sb  30Bf  30Pj  20Pt  10Bw  10, ,30
Bw  50Pj  20Pt  10Sb  10Mr  10,NA,30
Mh  40Sw  20Pt  20Cw  10Mr  10,Mh 100,30
Pt  40Bw  20Sw  20Sb  10Pj  10, ,30
Pj  30Bf  20Pt  20Bw  20Sb  10, ,30
By  40Bw  20Cw  20Mh  10Sw  10, ,30
Sb  40Bw  30Bf  10Sw  10Pt  10, ,30
Bw  40Mh  20Pt  20Bf  10Mr  10,NA,30
Sb  60Pt  10Bf  10Pj  10Bw  10, ,30
By  50Bw  20Mh  10Cw  10Sw  10, ,30
Pt  40Bf  20Bw  20Sb  10Sw  10, ,30
Pt  40Bf  20Bw  20Sw  10Mh  10,Pt  40Bw  30Bf  20Mr  10,30
Pt  50Bw  20Sb  10Bf  10Sw  10, ,30
Sb  30Mr  20Bw  20Pt  20Bf  10,NA,30
He  50By  20Mh  10Ab  10Sb  10, ,30
Mr  40Bw  30Sb  10Bf  10Pt  10, ,30
Mr  40Bw  20Bf  20Sw  10Pl  10, ,30
Bw  40Pt  30Sw  10Bf  10Sb  10, ,30
Pt  50Bf  20Mr  10Sb  10Bw  10, ,30
Pj  40Sb  30Pt  10Bw  10La  10, ,30
Cw  30Bf  30Bw  20Pt  10Pw  10,,30
Pt  50Bf  20Sw  10Bw  10Sb  10, ,30
Pw  40Pj  20Pt  20Sw  10Pr  10,Pt  30Mr  20Bw  20Pj  10Pw  10Bf  10,30
Bf  40Bw  20Sb  20Pt  10Sw  10, ,30
Sb  40By  30Sw  10Bf  10Mr  10, ,30
Pt  50Sw  20Pb  10Bf  10Sb  10, ,30
Pw  50Bw  20Pj  10Or  10Sw  10, ,30
Sb  60Sw  10Bw  10Pj  10Bf  10,Sb  40Bf  40Bw  20,30
Pt  60Sb  10Pb  10Bw  10La  10, ,30
Bw  40Sb  30Bf  10Sw  10Cw  10, ,30
Cw  60Bf  10Mh  10Bw  10Sw  10, ,30
Pt  60Bf  10Pb  10Bw  10Sb  10, ,30
Pt  50Pb  20Bf  10Sb  10Sw  10, ,30
Mh  40Sw  20By  20Mr  10Cw  10,Mh  40By  20Mr  20Bw  10Bf  10,30
Cw  30Sb  30Pt  20Sw  10Bw  10, ,30
PO  50Pj  20Sb  10Bw  10Mr  10, ,30
Sb  50Bw  20Sw  10La  10Bf  10, ,30
Mr  50He  20Sb  10Be  10By  10, ,30
Sb  30Bw  20Pr  20Pj  20Mr  10,NA,30
Bw  50Sw  20By  10Bf  10Sb  10, ,30
Mh  50Mr  20PO  10Bw  10Sw  10,,30
Bw  50Pw  20Cw  10Pt  10Sw  10, ,30
Bw  30Mr  20Bf  20By  20Sw  10, ,30
Pj  40Sb  20Bw  20Mr  10Bf  10, ,30
Sb  40Pj  20Bw  20Pt  10La  10, ,30
Pw  40Pr  20Pt  20Bw  10Pj  10, ,30
Mh  50By  20Sw  10Bw  10Mr  10, ,30
Sb  40Bf  30Pt  10Bw  10Cw  10, ,30
Mr  40Mh  30He  10Be  10Bd  10,Mr 100,30
Bf  40Cw  20Bw  20Sw  10Pw  10, ,30
Pt  60Bf  10La  10Bw  10Sb  10, ,30
Pj  40Sb  30Pt  10Bf  10Bw  10,NA,30
Pj  50Bw  20Or  10Pw  10Mr  10, ,30
Bf  40He  20Cw  20By  10Sb  10, ,30
Sw  40Bf  20Cw  20Bw  10Sb  10, ,30
Pj  60Sb  10Bf  10Mr  10Bw  10, ,30
Sb  30Bf  20Bw  20Sw  20Cw  10,Bf  50Sb  30Sw  10Bw  10,30
Pj  40Bf  20Pt  20Sb  10Bw  10, ,30
Pw  40Pt  20Pr  20Mr  10Bw  10, ,30
Bf  40By  20Pw  20Sb  10Mr  10,Bf  30By  30Sb  30Mr  10,30
Mh  50By  20He  10Be  10Mr  10,Mh 100,30
Pt  60Sb  10Bw  10Bf  10La  10, ,30
Mh  50Mr  20He  10Sb  10By  10,Mh 100,30
By  50Sw  20He  10Mh  10Sb  10, ,30
Mh  50By  20Mr  10Bw  10Sb  10, ,30
Or  40Pl  20Mr  20Bd  10Pw  10, ,30
Cw  30Bw  30Bf  20Pj  10Mr  10, ,30
Pj  50Sb  20Bw  10Pt  10Bf  10, ,30
Mh  60By  10Bw  10He  10Mr  10, ,30
Pt  30Sb  20Bw  20Sw  20Bf  10,Bf  60Sw  20Bw  10Pt  10,30
Mr  30Mh  20Bw  20Bf  20Sb  10, ,30
By  50Mh  20Pw  10He  10Cb  10, ,30
Sb  40Pj  20Bf  20Bw  10La  10, ,30
Pt  40Bw  30Sw  10Sb  10Bf  10,Bf  50Sb  30Bw  20,30
Bw  30Bf  30Pt  20Sb  10Sw  10,Bw  60Bf  30Pt  10,30
Or  40Mh  20Bw  20By  10Mr  10, ,30
Bw  40Pt  20Bf  20Pj  10Sb  10, ,30
Pt  60Bf  10Bw  10Sw  10Cw  10,Pt 100,30
Mh  40Or  30Mr  10Pw  10Be  10, ,30
Pj  30Bf  20Bw  20Sb  20Pt  10, ,30
Pt  60Bw  10Pj  10Sb  10Bf  10, ,30
By  40Mh  20Sw  20Cw  10Mr  10, ,30
Sb  40Bw  30Pw  10Sw  10Cw  10, ,30
Sb  50Pt  20Sw  10Bw  10La  10, ,30
Mh  50Mr  20By  10Sw  10Bw  10, ,30
Sw  40Bf  20Bw  20Pt  10Sb  10, ,30
Sb  30Bw  30Bf  20Cw  10La  10, ,30
Mh  40Mr  20By  20He  10Ab  10, ,30
Pt  40Bw  30Cw  10Sw  10Sb  10, ,30
Sb  60Pj  10Pt  10La  10Bw  10, ,30
Pt  40Sb  20Sw  20Mr  10Bw  10, ,30
Sb  40Pt  20La  20Bf  10Cw  10, ,30
Sb  30Bw  30Pt  20Pw  10Pr  10, ,30
Pt  40Bw  20Pj  20Mh  10Pr  10,NA,30
Bw  30Pr  20Sb  20He  20Pw  10, ,30
Sb  40Bw  20Pt  20Sw  10La  10, ,30
Pt  50Bw  20Pb  10Sb  10Bf  10,Sb  70Bf  20Bw  10,30
Bf  40Sb  20Pb  20Cw  10Ab  10, ,30
Mh  60By  10Sw  10Mr  10Or  10, ,30
Mh  50Pl  20Bd  10Be  10Or  10, ,30
Bw  50Pr  20Ab  10By  10PO  10, ,30
Sb  60PO  10Mr  10CE  10Bf  10, ,30
Pr  30Sb  20Bw  20Pt  20Pw  10,NA,30
Pt  40Bf  20Sb  20Bw  10La  10, ,30
Sb  40Sw  20Bf  20Pt  10Cw  10, ,30
Sb  40Bw  30Pt  10Sw  10Bf  10, ,30
By  30Mh  20Mr  20Bf  20Bw  10,By 100,30
Sw  40Mr  20Bw  20By  10Mh  10, ,30
Sb  50Pt  20Bw  10Mr  10Bf  10, ,30
Sb  50Bf  20Bw  10La  10Pb  10, ,30
Sb  40Sw  20Pt  20Bf  10Pb  10, ,30
Sb  40Bw  30Sw  10Pt  10Bf  10,Bw  30Pt  30Bf  20Sb  20,30
Bw  40Mr  20Pt  20Pr  10Sb  10, ,30
Mh  50By  20Bf  10Mr  10Cw  10, ,30
Bw  40Sb  20Bf  20Pt  10Sw  10, ,30
Bf  30Sb  30Bw  20Pt  10Sw  10, ,30
Bw  50Bf  20Sb  10Pt  10Mr  10, ,30
Bf  40Pt  20Bw  20Sw  10Pj  10, ,30
Sb  30Pj  20Bw  20Bf  20Sw  10, ,30
Bw  40Sb  20Mr  20Bf  10Mh  10, ,30
Sb  50Pj  20Sw  10Bw  10Pt  10, ,30
Sb  40Sw  20Bw  20Pw  10Bf  10, ,30
Mh  60He  10By  10Mr  10Be  10,Mh 100,30
Mr  40Mh  20Bw  20Pw  10Bd  10, ,30
Sb  40Pt  30Bf  10Bw  10Pj  10, ,30
Pj  40PO  20Bw  20Sb  10Pr  10, ,30
Pt  30Cw  30Ab  20Pb  10Sb  10, ,30
Sb  60Bw  10Cw  10Pw  10Pj  10,NA,30
Pt  50Bf  20Bw  10Sw  10La  10, ,30
Bw  50Sb  20Cw  10Pt  10Pj  10, ,30
Pt  40Ab  20Pb  20Bw  10Sb  10, ,30
Bf  30Bw  20Sw  20Sb  20Pt  10, ,30
Pt  40Pj  20Sb  20Bw  10Cw  10, ,30
Sb  40Pt  30Bw  10Bf  10Sw  10, ,30
Sb  50Bf  20Bw  10Pt  10Sw  10, ,30
Bf  60Sb  10Sw  10Pb  10Cw  10, ,30
Bw  40Pt  20Bf  20Pb  10Sb  10, ,30
Pw  50Pt  20Pl  10Pr  10Sw  10, ,30
Sb  50Pt  20Pj  10Bw  10Bf  10, ,30
Bw  30Pt  30Pj  20Bf  10Sb  10, ,30
Bf  50Bw  20Ab  10La  10Sw  10, ,30
Pw  50Bw  20Pt  10Pj  10Sw  10, ,30
Bf  40Sb  30Pt  10Bw  10Sw  10, ,30
Pw  50Pr  20Bw  10Sb  10By  10, ,30
Bw  50Sb  20Sw  10Pb  10La  10, ,30
Bw  30Sb  20Sw  20Bf  20Pt  10, ,30
Pt  60Pj  10Bw  10Mr  10Or  10, ,30
Mr  30He  30By  20Be  10Mh  10, ,30
Bw  30Sw  20Bf  20Pt  20Sb  10, ,30
Pt  30Bw  30Mh  20Bf  10Sb  10, ,30
Sb  40Pt  30Bw  10Sw  10Pj  10, ,30
Cw  40Ab  30La  10Bw  10Sw  10,,30
Sb  40Pt  30Pj  10Sw  10Bw  10,Bf  50Bw  40Sb  10,30
Pt  60Bw  10Sw  10Pj  10Sb  10, ,30
Mh  30Mr  30Pt  20Be  10Bw  10, ,30
Sb  60La  10Pj  10Bw  10Pt  10, ,30
Pt  50Bw  20Pw  10Sw  10Bf  10, ,30
Sb  40La  20Pt  20Bw  10Pb  10, ,30
Pt  40Pr  20Bf  20Bw  10Pw  10, ,30
Bf  50Sw  20Bw  10Pt  10Sb  10, ,30
Pw  40Pr  20Pl  20Sw  10Pt  10, ,30
Pt  30Bw  30Sb  20Mr  10Pj  10,NA,30
Sb  30Pt  30Bf  20Bw  10Pb  10, ,30
Pw  50Mr  20By  10Mh  10Aw  10,,30
Mh  50By  20Pw  10Or  10Cw  10, ,30
Bw  40Pt  20Sb  20Mr  10Pw  10, ,30
Bw  40Pt  20Sb  20Bf  10Sw  10, ,30
Pt  30Sb  30Bw  20Bf  10Pb  10, ,30
Or  40Pw  20Pr  20Pj  10Mr  10,,30
Sb  50Bw  20Pj  10Bf  10Sw  10, ,30
Pj  30Sb  20Pw  20Bw  20Bf  10, ,30
Sb  40Bf  20Bw  20Pj  10Pt  10, ,30
Sb  30PO  30Bw  20Pw  10Pj  10, ,30
Bf  40Bw  20Pt  20Sw  10Pj  10, ,30
Pl  30Pt  30Mr  20Mh  10Or  10, ,30
Sb  40Pw  30Bw  10Pj  10Mr  10, ,30
Pb  40Pt  20Bw  20Ab  10Sb  10, ,30
By  40Mh  20Mr  20He  10Bd  10,By 100,30
Bw  30Mr  30Pt  20Sb  10Pr  10, ,30
Bw  40Pt  30Ab  10Bf  10Sb  10, ,30
Mh  50Mr  20PO  10By  10Aw  10,,30
Cw  40Sw  20Bf  20Pb  10Pt  10, ,30
Mr  40Ab  20Ms  20Ew  10Pb  10, ,30
Bf  30Bw  30Sb  20Mr  10Sw  10, ,30
Pr  50Sb  20Pt  10Bw  10Pj  10, ,30
Sb  40Sw  20Bf  20Bw  10Cw  10, ,30
Bw  30Pt  20Mr  20Bf  20Mh  10,NA,30
Pj  50Bw  20Pt  10Sb  10Bf  10, ,30
Sb  40Bf  20Pj  20Pt  10Bw  10, ,30
Bf  40Pt  20Sw  20Cw  10Mr  10, ,30
Sb  60Bw  10La  10Pw  10Pj  10, ,30
Sw  30Bw  30Bf  20Pt  10Cw  10, ,30
Pt  40Bw  30Sw  10Sb  10Bf  10, ,30
La  30Bf  30Bw  20Sb  10Sw  10, ,30
Bw  40Pt  20Bf  20Sb  10Pw  10, ,30
Mr  40Bw  20He  20Aw  10PO  10, ,30
He  40Or  20Mh  20Pw  10Ow  10, ,30
Sb  50Pj  20La  10Sw  10Bf  10, ,30
Sb  30Pj  20Bf  20Bw  20Cw  10, ,30
Sw  30Bw  30Sb  20Pt  10Bf  10, ,30
Pt  40Sb  30Bw  10Bf  10Sw  10, ,30
Mh  60Cb  10Mr  10Or  10Bf  10, ,30
Sb  40Sw  20Pt  20Bf  10Pb  10, ,30
Bf  40Bw  30Sw  10Pt  10Mr  10, ,30
Sb  30Bf  30La  20Sw  10Bw  10, ,30
Pt  40Sb  20Bw  20Pj  10Mr  10, ,30
Sb  40Bw  20Pt  20Pj  10Cw  10, ,30
Cw  30By  20Mh  20Bf  20Sb  10,NA,30
Pt  30Pj  20Bw  20Pr  20Sb  10, ,30
Bw  30Mr  30Pt  20Sw  10Mh  10, ,30
Pt  50Bf  20La  10Bw  10Sb  10, ,30
Bf  30Bw  30Pt  20Sw  10Pj  10, ,30
Pr  40Pj  20Pw  20Mr  10Or  10, ,30
Pt  50Bw  20Bf  10Sb  10Sw  10, ,30
Mh  30Or  30Mr  20Bw  10Bd  10, ,30
Sb  40Bf  20Bw  20Pt  10Pw  10, ,30
He  50Bw  20Mr  10Mh  10By  10,,30
Or  50Pw  20By  10Mr  10He  10,,30
PO  60Pj  10Bw  10Sb  10Mr  10, ,30
Pt  50Bf  20Pb  10Bw  10Sw  10, ,30
Pw  40Bw  20He  20By  10Mr  10, ,30
Mr  30Pt  20Bw  20Sb  20Bf  10, ,30
Bw  50Pt  20Mh  10Mr  10Sb  10, ,30
Bf  30Or  20Bw  20Mr  20Sb  10,NA,30
He  50By  20Sb  10Cw  10Mh  10,He 100,30
Pt  40Pr  20Bf  20Sb  10Bw  10, ,30
Bw  40By  20Cw  20Mh  10Bf  10, ,30
Mh  30Or  30Aw  20Mr  10Pt  10, ,30
Bw  30Bf  30Sb  20Pw  10Pt  10,NA,30
Mr  30Mh  20Bf  20He  20By  10,Mr 100,30
Sb  30Pt  30Pj  20Bw  10Bf  10, ,30
Bf  50Sw  20By  10Sb  10Mr  10, ,30
Mh  50Bf  20By  10Cb  10He  10, ,30
Sb  50Bf  20Pt  10Bw  10La  10, ,30
Sb  30Bw  30Bf  20Ab  10Sw  10, ,30
Pt  40Sb  20Bw  20Pj  10Sw  10, ,30
PO  50Sb  20Pj  10Pw  10Bw  10, ,30
Pt  40Bw  20Pj  20Sb  10Bf  10, ,30
Pt  40Bw  20Bf  20Pw  10By  10, ,30
Cw  50Sw  20Sb  10Mr  10Bw  10, ,30
Bw  40Sb  20Pt  20Bf  10Sw  10, ,30
Bw  30Cw  20Sb  20Pb  20Pj  10,NA,30
Cw  40Ab  20La  20Sw  10Bw  10,,30
Sb  50Pj  20Pt  10Sw  10Bf  10,Sb  40Bf  30Bw  20Sw  10,30
Mh  30Mr  20Ab  20He  20Pw  10, ,30
Sb  40Bf  20Bw  20Pw  10Mr  10, ,30
Pt  50Sb  20Pj  10Bf  10Bw  10, ,30
Pt  50Ab  20Sw  10Bf  10Sb  10, ,30
Bw  40Bf  20Sb  20Sw  10Pt  10, ,30
Pw  50Pt  20Pj  10Or  10Bw  10, ,30
Bw  50Pt  20Bf  10Cw  10Sb  10, ,30
Sb  30Pt  20Bw  20Bf  20Sw  10, ,30
Mr  30Cw  30Ab  20Ew  10Bw  10, ,30
PO  40Bw  20Sw  20Bf  10Mr  10,,30
Bw  30Pt  30Pj  20Sb  10Bf  10, ,30
Sb  40Bf  20Pj  20Bw  10Sw  10, ,30
Bw  40Sb  20Bf  20Sw  10Mr  10, ,30
Sb  50Bf  20Pt  10Bw  10Sw  10, ,30
Pl  40Mh  20Bf  20Bw  10Pw  10, ,30
Pl  30Pw  30Or  20Pr  10Bw  10, ,30
Or  40Mr  20Ow  20Iw  10Mh  10, ,30
Pj  50Pt  20Sb  10Mr  10Bw  10, ,30
Mh  30Bw  20Cw  20Mr  20Sw  10, ,30
Mh  50Be  20Or  10By  10Mr  10,,30
Sb  30Bf  20Bw  20Sw  20Mr  10, ,30
Or  50Mh  20Pw  10Sb  10Bw  10, ,30
Pt  40Pj  20Ab  20Bw  10Sb  10, ,30
Bw  50Cw  20Sb  10La  10Pb  10, ,30
Cw  40Sb  30Pt  10Bf  10Pw  10, ,30
Bf  50Sw  20Sb  10Pr  10Cw  10,,30
Pt  30Sb  20Bf  20Bw  20Pj  10, ,30
By  50Bw  20Mr  10Bf  10Sw  10, ,30
Mr  30Or  30Bw  20Pt  10Pr  10, ,30
Sb  50Bf  20Sw  10Pt  10Bw  10, ,30
Sb  60Pj  10La  10Bf  10Bw  10, ,30
By  40Mh  20Bw  20Cw  10Sb  10, ,30
Sb  50Bf  20Pw  10Bw  10Pt  10, ,30
He  50Mh  20By  10Pw  10Bf  10, ,30
Pt  40Bw  30Bf  10Sw  10Cw  10, ,30
Bw  40Bf  20Pr  20PO  10CE  10, ,30
Mh  40By  20Mr  20Pw  10Bf  10, ,30
Bw  20Pt  20Sw  20By  20Mh  20,NA,30
By  40Bw  30Cw  10Bf  10Mh  10,By  60Mh  20Bw  20,30
Bw  50Bf  20Sb  10Pt  10Pj  10, ,30
Bf  40Ab  20Pt  20Bw  10Sw  10, ,30
Sb  50Pt  20Sw  10Pj  10Bw  10,Bf  80Sb  20,30
Bf  40Cw  20Bw  20Sb  10Mr  10, ,30
Pj  50Sb  20PO  10Pw  10Bf  10, ,30
Bf  60Bw  10Sw  10Sb  10Pt  10, ,30
Bw  40Bf  20Sb  20Sw  10Mh  10, ,30
Or  40Mh  20Mr  20Be  10He  10,,30
Pj  40Pt  30Bf  10Sb  10Bw  10, ,30
Bw  50Sb  20Sw  10Bf  10Cw  10, ,30
By  30Bw  30Sw  20Mr  10Bf  10, ,30
By  40Sw  20Bf  20Mr  10Cw  10,By 100,30
Pj  50Sb  20Pt  10Bw  10Bf  10, ,30
Pw  40Sb  20Pt  20Bw  10Bf  10, ,30
Cw  40Pt  20Pw  20Bf  10Bw  10,Sb  50Pt  30Cw  10Bf  10,30
Pj  40Mr  20Pw  20Bw  10Pr  10,NA,30
Pw  40Pt  30Ab  10Pj  10Bw  10, ,30
Cw  40By  30Sw  10Mr  10Bf  10, ,30
Mr  50Or  20Pw  10Bd  10Mh  10, ,30
Pt  40Sb  20Bw  20Pj  10Bf  10, ,30
Pt  40Bw  20Sb  20Bf  10Sw  10,Sb  40Bf  30Bw  30,30
Sb  60Pw  10Pj  10Bw  10Sw  10,Sb  70By  10Pw  10Bf  10,30
Bw  50Bf  20Pt  10Mh  10By  10, ,30
Sw  30Pj  20Sb  20Bw  20Pt  10, ,30
PO  40Bw  20Sw  20Mr  10Bf  10,,30
Cw  40Bw  20Pt  20Sb  10Mr  10, ,30
Sb  50Bf  20Pt  10Bw  10Pb  10, ,30
Bw  50Pt  20Sw  10Bf  10Sb  10,Pt  90Bw  10,30
Pt  40Sw  20Mh  20Bf  10Pl  10, ,30
Bw  40Sb  20By  20Cw  10Mr  10, ,30
Mr  50Bw  20Cw  20Bf  10, ,24
Bw  60Pt  20Sw  10Sb  10, ,24
Pt  70Sw  10Cw  10Bf  10, ,24
Sb  50Bf  20Pt  20Pj  10, ,24
Pt  50Sb  20Pj  20Bf  10, ,24
Pt  40Sw  30Bw  20Sb  10, ,24
Sb  70Sw  10Pw  10La  10, ,24
Bf  40Sb  30Pt  20Bw  10, ,24
Sb  50Pt  20Bf  20Bw  10, ,24
Pt  40Pj  30Sb  20Bw  10, ,24
Bw  60Bf  20Sb  10Pj  10, ,24
Mh  50He  30By  10Be  10, ,24
Pt  60Sb  20Bf  10Bw  10, ,24
Pj  60Pt  20Bw  10Sb  10, ,24
Sb  70Bf  10La  10Bw  10, ,24
Sb  70Bf  10La  10Cw  10, ,24
Sb  60Pw  20Pt  10Bw  10,Sb  40Sw  20Bf  10Pw  10By  10Bw  10,24
He  50Mh  30Mr  10Sw  10, ,24
Mh  60Mr  20Or  10Aw  10, ,24
Mr  40Bw  30Pt  20Mh  10, ,24
Ob  60Sb  20Mr  10Bw  10, ,24
Sb  50Pt  20Bf  20Bw  10,Sb  60Bf  20Bw  10Pt  10,24
Pt  70Bw  10Sb  10Bf  10, ,24
Sb  50Pj  30Pt  10Bw  10, ,24
Pt  40Sb  30Bf  20Bw  10, ,24
Sw  30Sb  30Bw  30Mr  10, ,24
Sb  40Bf  30Bw  20Pt  10, ,24
Pt  50Sb  30Bf  10Bw  10, ,24
Sb  70Bw  10La  10Pw  10, ,24
Bf  50Pt  20Pw  20Bw  10, ,24
Sb  60Bf  20Pt  10La  10, ,24
Pj  40Sb  30Pr  20Bw  10, ,24
Pj  40Bw  40Sb  10Bf  10, ,24
Sb  60Bf  20Pt  10La  10, ,24
Pt  60Bf  20Pj  10Bw  10, ,24
Pw  70Bw  10Pj  10Bf  10,Bf  30Sb  20Mr  20Pw  10Sw  10Pr  10,24
Sb  40Pj  30Pt  20Bw  10, ,24
Pt  70Sb  10Bf  10Sw  10, ,24
Mr  60Cw  20Ab  10Ew  10, ,24
Sb  40Pj  20Bw  20Pt  20, ,24
Bf  40Sb  30Mr  20Bw  10,,24
Pt  60Pb  20La  10Bw  10, ,24
Pj  40Sb  30Bw  20Pt  10, ,24
Pt  50Pj  30Sb  10Pr  10,Pt  40Pj  30Sb  20Bw  10,24
Sb  60Pj  20Sw  10Bf  10, ,24
Sb  60Bw  20La  10Bf  10, ,24
Ab  40Cw  30Pb  20Sb  10, ,24
Sb  70Bw  10La  10Pt  10, ,24
Bw  40Sb  30Pt  20Bf  10, ,24
Sb  40Bw  30Pj  20Bf  10, ,24
Mh  50Or  30Bw  10Mr  10,NA,24
Sb  40Bw  30Pt  20Bf  10, ,24
Sb  40Cw  30La  20Pt  10, ,24
Bw  70Bf  10Sb  10Cw  10, ,24
Mh  60By  20Or  10Mr  10, ,24
Pt  40Bw  30Bf  20Sw  10, ,24
Sb  50La  30Bf  10Bw  10, ,24
Sb  30La  30Cw  30Bw  10, ,24
Sb  60La  20Bf  10Bw  10, ,24
Sb  60La  20Cw  10Bf  10, ,24
PO  40Pj  30Bw  20Sb  10, ,24
Pt  50Bf  20Sb  20Bw  10, ,24
Sb  60La  20Bf  10Bw  10, ,24
Sb  60Bw  20Pt  10La  10, ,24
Pj  50Sb  30Bf  10Pt  10, ,24
Sb  40Pj  30Bw  20Pt  10, ,24
Pt  60Sb  20Bw  10Pj  10,Pt  60Pj  20Sb  10Bw  10,24
Sb  50La  20Cw  20Bw  10, ,24
Sb  40La  30Bf  20Sw  10, ,24
Pw  50Bw  30Bf  10Mr  10, ,24
Sb  70La  10Pj  10Cw  10, ,24
Sb  70Bf  10La  10Cw  10, ,24
Pt  50Bw  30Sb  10Bf  10, ,24
Pt  70Mr  10Sw  10Bw  10, ,24
Mh  70Be  10He  10Mr  10,Mh 100,24
Mh  40By  30Sw  20Bf  10,Mh 100,24
Cw  60Bw  20Bf  10Sb  10, ,24
Mh  50Mr  30By  10He  10, ,24
Mh  40Bw  30Mr  20Bf  10, ,24
Pr  50Pj  30PO  10Mr  10,PO  60Bw  20Pw  10Mr  10,24
Pt  60Bw  20Bf  10Sb  10, ,24
Pt  70Bw  10Sb  10Bf  10, ,24
Sb  40Pj  30Bw  20Sw  10, ,24
Pj  40Sw  30Bw  20Pt  10, ,24
Pj  60Pt  20Sb  10Pb  10, ,24
Sb  60Bf  20Cw  10Bw  10, ,24
Mh  60Bw  20Sw  10Or  10,Mh 100,24
Pt  50Sb  20Bw  20La  10,Pt  60Bw  40,24
Mh  60Bw  20Mr  10Be  10, ,24
Pt  60Bf  20Sw  10Pb  10, ,24
Sb  50Bw  30Bf  10La  10, ,24
Sb  40Bw  40Pj  10Sw  10, ,24
Pt  40Pj  30Bw  20Sb  10, ,24
Sb  60Bf  20Pj  10Sw  10, ,24
Pt  50Sb  20Bf  20Bw  10, ,24
Pw  70Bw  10Pt  10Sb  10,NA,24
Bw  50Cw  20Sw  20Pt  10, ,24
Mh  50Mr  20Bf  20Bw  10, ,24
Bw  40Mr  20Sw  20Bf  20, ,24
By  30Mh  30Cw  20Sb  20, ,24
Sb  60Bw  20Pt  10Sw  10, ,24
Or  50Pw  20Pt  20Mr  10, ,24
Mh  70By  10Or  10Mr  10,Mh 100,24
Pt  40Bw  30Sb  20Bf  10,Bf  70Sb  20Bw  10,24
Pt  40Bw  30Sb  20Bf  10, ,24
Ab  40Cw  30Pt  20Sw  10, ,24
Pt  70Bw  10Bf  10Pj  10, ,24
Pt  30Bw  30Bf  30Pb  10, ,24
Or  50Mr  30Pr  10Pl  10, ,24
Sb  60La  20Bf  10Pw  10, ,24
Bf  40Pj  30Sb  20Sw  10, ,24
Pj  40Bw  30Sb  20Pt  10, ,24
Sb  60Bw  20Pt  10Bf  10, ,24
Pt  50Bw  30Sb  10Pj  10, ,24
Pj  60Sb  20Sw  10Pt  10, ,24
Pj  50Mr  20Bw  20Sb  10,NA,24
Pt  60Sb  20Mr  10Bw  10, ,24
Sb  60Bf  20Pt  10Bw  10, ,24
Pt  70Pj  10Sb  10Bf  10, ,24
Mr  40Ab  30Bf  20Cb  10, ,24
Bf  40Pt  40Sw  10Pb  10, ,24
Bw  30Sb  30Pt  20Bf  20, ,24
Pj  40Bw  30Mr  20Pt  10,NA,24
Sb  40La  30Cw  20Bf  10, ,24
Sb  40Pj  30Pt  20Bf  10, ,24
Sw  40Bw  30Cw  20Bf  10, ,24
Pt  70Pj  10Sb  10Bf  10, ,24
Sb  50Bw  30Bf  10Sw  10, ,24
Pt  60Pj  20Sb  10Bw  10, ,24
Pt  60Sb  20Bf  10Bw  10, ,24
Bf  70Bw  10Sb  10Pt  10,Pt  50Bw  20Bf  20Sb  10,24
Mh  30Pw  30Or  20Mr  20, ,24
Pt  70Bw  10Bf  10Sb  10, ,24
Sb  70Sw  10Pt  10Bf  10, ,24
Pt  40Bf  20Sb  20Pj  20, ,24
Sb  50La  30Cw  10Bw  10, ,24
Pt  50Bf  20Sw  20Bw  10, ,24
Pt  60Pr  20Mr  10Bw  10, ,24
Sb  40Cw  20Bw  20Bf  20, ,24
Sb  50Bw  30Bf  10Pt  10, ,24
Pj  50Sb  20Pt  20Bf  10, ,24
Mh  70Pt  10Pw  10Mr  10, ,24
Pt  40Sb  20Bf  20Bw  20, ,24
Pj  50PO  30Sb  10Sw  10, ,24
Sb  40Pj  30La  20Cw  10, ,24
Pt  70Pj  10Sb  10Bf  10, ,24
Mh  70By  10He  10Be  10,,24
Bw  60Sb  20Bf  10Pt  10, ,24
Pj  70Pt  10Pb  10Bw  10, ,24
Bf  50Pt  20Bw  20Sw  10, ,24
Or  40Mh  30Mr  20Pw  10,Mh  70Bf  10Mr  10By  10,24
Bw  50Pt  30Pw  10Sb  10,Bw 100,24
Sb  60La  20Cw  10Bw  10, ,24
Mr  50Pt  20Or  20Sb  10,NA,24
Cw  60La  20Sb  10Ab  10, ,24
Bf  50Pt  20Sb  20Bw  10, ,24
Pt  50Bw  20Sb  20Bf  10,Sb  50Bf  30Bw  20,24
Mr  60Sb  20Cw  10Bw  10,Pt  80Sb  20,24
Bw  60Sb  20Pt  10Cw  10, ,24
Sb  60Pj  20Pt  10Sw  10, ,24
Sw  50Sb  30Bw  10Bf  10, ,24
Pt  60Sb  20Cw  10Bf  10, ,24
Sb  40Bw  40Sw  10Pt  10, ,24
Pt  70Sb  10Bw  10Pj  10, ,24
Sb  50Bw  30Bf  10Pw  10, ,24
Bw  50Sw  20Pt  20Sb  10, ,24
Or  50Ow  20Pw  20Mr  10,,24
Sw  40Pw  30Mh  20Cw  10,Bf  80Bw  20,24
Bw  40Mr  30By  20Pw  10, ,24
Bw  40Sw  30Pb  20Sb  10, ,24
Sb  50Bw  30Pt  10Pj  10, ,24
